customer_id,name,email,phone,street_address,city,state,zipcode,birth_date,account_created,membership_tier
CUST-24310,Jonathan Meyers,zdiaz@example.com,500-328-3118,6749 Lawrence Causeway,New Shirleychester,Maryland,78835,1949-01-26,2023-09-23,Gold
CUST-66083,Michael Matthews,erica42@example.net,(704)579-5484x81187,58844 Wright Passage Suite 993,Hardingview,South Carolina,27239,1953-11-22,2025-01-13,Platinum
CUST-26776,Kristin Miller,michaelvaughn@example.org,(872)814-1278x6036,8469 Robertson Field,Herringhaven,Wyoming,44756,2007-12-04,2024-10-15,Gold
CUST-20694,Patrick Espinoza,marthasuarez@example.com,575.949.5282x212,82283 Waller Heights Suite 143,Ellisonchester,Iowa,50295,1974-10-09,2024-09-17,Gold
CUST-92748,Aaron Horne,richardallen@example.net,576-298-1374,019 Courtney Radial Suite 826,New Steven,Minnesota,52820,1955-07-09,2023-08-30,Gold
CUST-85119,Mary Rogers,zweeks@example.com,001-650-685-8105,8777 Malone Island Apt. 921,Lake Gabriela,Virginia,17233,1958-08-05,2024-01-08,Silve
CUST-97484,Travis Barajas,colson@example.net,(902)871-1700,3209 Young Inlet,Perryton,Tennessee,66739,1945-12-24,2023-07-03,Bronze
CUST-66513,George Smith,kirbymelissa@example.com,001-375-919-6950x646,71617 Mcbride Rapid Apt. 197,Brandonchester,Texas,78649,1962-10-25,2026-02-25,Silve
CUST-72200,Danielle Ray,ogarcia@example.net,+1-405-948-3969x067,804 Dylan Station Apt. 302,Johnfurt,Iowa,98233,1989-10-17,2024-12-23,Bronze
CUST-89378,Lisa Thomas,wrightzachary@example.com,(327)428-4508x470,8155 Eric Dale,Amberton,Pennsylvania,16465,1999-02-23,2024-10-08,Bronze
CUST-28764,Dr. Bryan Clay,lisaperez@example.org,7418278522,974 Jacobs Falls,New Michele,Georgia,32257,1989-02-27,2023-06-15,Bronze
CUST-25972,Eric Smith,corey47@example.net,(371)215-6223,612 Shawn Center,Garrettville,Alaska,52521,1966-11-08,2024-02-13,Bronze
CUST-67098,Rachel Schmidt,nancyjones@example.com,341-336-5743x7469,97647 Foster Fort Apt. 863,South Nicolemouth,Missouri,84558,1953-03-05,2025-04-20,Bronze
CUST-21047,Mary Parker,keithgriffin@example.com,997-799-2248x0604,0763 Christopher Forges,Nicholaschester,Mississippi,76064,1987-02-06,2025-06-13,Silve
CUST-69556,Holly Rodriguez,parkerdanny@example.net,665.896.2398x865,7079 Doris Via Apt. 054,East Joelport,New Hampshire,70953,1971-03-08,2023-08-16,Platinum
CUST-18676,Daniel Davis,samanthawilkins@example.com,(212)885-6310x175,7342 White Via Suite 529,Farmerland,Illinois,40304,2006-09-28,2025-05-29,Bronze
CUST-79792,Robert Peters,uhall@example.org,6765547393,795 Miller Way Apt. 909,Mccoymouth,New York,27794,1972-10-25,2025-05-04,Gold
CUST-88388,Katherine Johnson,markwaters@example.net,642-879-3487x923,14539 Gerald Street Suite 159,North Kevin,Wisconsin,68002,1971-06-11,2025-04-27,Platinum
CUST-69638,Diane Brady,jonathan03@example.com,253.664.5044,51551 Ronald Corners,Porterstad,North Dakota,68306,1994-03-01,2025-07-25,Platinum
CUST-55026,Marcus Baker,thomasrivera@example.org,549.413.3303,7503 Ronald Mountains Apt. 050,West Michaelfort,Georgia,67757,1978-09-03,2023-12-01,Bronze
CUST-92754,Marcus Callahan,kevinaguilar@example.com,317.956.3507x7338,152 James Points,Michaelland,Nebraska,14166,1992-09-09,2023-07-10,Bronze
CUST-91967,Robert Ruiz,kevin80@example.org,421.235.9631x1809,9440 Mclean Groves Apt. 427,Lake Michelle,Kansas,19702,1947-02-24,2025-04-19,Bronze
CUST-98433,Bonnie Gutierrez,grahamheidi@example.net,479-806-2772,644 John Mount,Ashleyhaven,Ohio,67690,1956-12-05,2024-12-11,Bronze
CUST-28021,Gary Edwards,williamshoward@example.org,773.564.3289x7720,37115 Samantha Rue Apt. 490,Raychester,Oregon,07527,1953-07-08,2024-09-01,Bronze
CUST-65224,David Stone,qhernandez@example.com,791-270-5167x7291,020 Berg Spring,Reneebury,Texas,32097,1973-08-21,2025-11-13,Silve
CUST-71558,Bruce Lopez,danny97@example.org,3632179792,3819 Scott Forge Suite 179,Lake Jennifer,Michigan,95744,2005-05-10,2024-05-16,Gold
CUST-89437,David Mayer,daniellecooper@example.org,615.683.2489x284,244 Lewis Rest Apt. 937,East Jessica,Idaho,52287,1996-12-19,2024-04-22,Gold
CUST-72270,Mrs. Holly Williams,gregory85@example.net,564.422.5788,584 Emily Summit,Lopezview,Colorado,28238,1952-04-07,2024-04-13,Bronze
CUST-75453,David Carter,kristin09@example.net,+1-919-700-2948x19633,44165 Fletcher Summit Apt. 954,Josephland,Iowa,06188,1950-09-28,2024-07-15,Silve
CUST-85287,Jeffrey Galvan,colleenglenn@example.net,484.829.1820x35887,05105 Anthony Circle Apt. 244,New Ginachester,Tennessee,20855,1979-07-29,2024-04-11,Silve
CUST-33024,Christopher Powell,kevintaylor@example.com,+1-336-351-8597,125 Shields Brook Apt. 126,Loganberg,West Virginia,36341,1989-01-23,2024-07-04,Bronze
CUST-54997,Tammy Bryant,morganmanuel@example.net,750-958-6588,14136 Billy Pines Suite 882,Mcintyreside,Colorado,17977,2003-05-06,2023-09-13,Silve
CUST-28187,Jessica Hanson,ariasbrett@example.org,001-532-768-2289x6740,705 Keith Spur Suite 299,Susantown,Virginia,94102,1989-11-01,2025-01-17,Gold
CUST-82124,George Klein,bwatson@example.net,901.971.1965x3471,985 Cantrell Stream Apt. 616,New Michaelberg,Ohio,55882,2003-04-28,2025-05-23,Silve
CUST-37339,Connie Walker,moralesjustin@example.org,264.386.9492x77746,528 Melissa Via Suite 234,Joanville,Michigan,01320,1982-01-22,2026-02-19,Silve
CUST-60772,Ashley Anthony,mark54@example.org,(309)217-8538,68454 Charles Place Suite 851,Wileyview,Wisconsin,02910,1967-03-18,2023-06-19,Bronze
CUST-48706,Jacob Perkins,andrearice@example.com,395-918-4512,28485 Santiago Ville Suite 698,North Michele,Alaska,71617,1979-03-25,2025-02-12,Bronze
CUST-29177,Samantha Cooper,ljenkins@example.com,(730)718-2247x92009,64339 Tina Fords,Lake Heatherville,Iowa,29724,1951-08-14,2025-02-22,Silve
CUST-24822,Ethan Alvarez,lauraruiz@example.org,467-328-1178x71135,7629 Crawford Mountain Suite 819,West Nathan,Rhode Island,83137,1996-09-22,2024-02-07,Bronze
CUST-68424,Yvonne Myers,pkim@example.org,435.951.1417,61908 Lopez Pine Apt. 356,Susanstad,Tennessee,81760,1957-07-14,2026-03-10,Gold
CUST-36458,April Wright,julie80@example.org,+1-440-291-0686x75097,759 Miranda Way,Smithmouth,Minnesota,02864,1949-08-26,2026-04-29,Platinum
CUST-67908,April Butler,mccormicktimothy@example.org,540-361-8836,086 Valerie Trail Apt. 123,East Mark,Michigan,51804,2007-09-02,2023-07-29,Bronze
CUST-67003,Kathryn Bryan,jacquelinemeyer@example.org,363-373-4056x93696,48170 Jessica Ridges,East Benjaminberg,South Carolina,69872,1959-09-21,2025-01-31,Bronze
CUST-61739,Gregory May,cynthia27@example.com,270.443.8374x99985,32027 Adam Green,Patrickborough,New Mexico,00824,1996-09-13,2025-06-13,Gold
CUST-52497,Dennis Murphy,andrewhood@example.net,+1-970-331-7737x218,2983 Moreno Shoals,East Maryport,California,15642,1956-03-20,2024-06-06,Silve
CUST-36254,Tracy Fitzpatrick,mramirez@example.com,(491)663-4661x6822,283 Nichols Extension,East Jack,Montana,10593,1974-12-09,2025-06-22,Bronze
CUST-51851,Anita Robinson,johnsonclifford@example.net,+1-811-453-9685x569,3329 Gonzales Fort,Harringtonbury,West Virginia,93525,1949-12-07,2025-10-01,Bronze
CUST-64126,Misty Fritz,qmarsh@example.net,+1-970-977-5807x28441,27757 Moreno Loaf,South Andrew,Oklahoma,11778,2006-07-06,2024-03-27,Bronze
CUST-56105,Erica Jenkins,hernandeztammy@example.com,265.562.9799,028 Rachel Inlet Suite 674,Hullstad,Illinois,36624,1977-12-07,2024-02-02,Gold
CUST-73503,John Pollard,valentinetaylor@example.org,(484)911-1573x71754,23979 Jeffrey Grove,Smithfurt,Kentucky,95215,2003-06-21,2025-07-25,Gold
CUST-76711,Diane Rodriguez,brooke04@example.net,(232)498-9727,854 Bass Center,Traciland,Iowa,51434,1961-06-02,2023-11-11,Bronze
CUST-24866,Jonathan Ponce,ujackson@example.com,886-422-2460x97111,133 Marcus Shoal,Port Paulhaven,Minnesota,13329,1990-07-20,2023-06-30,Gold
CUST-77611,Jordan Wells,fhuff@example.com,001-711-761-5034x980,739 Wilson Forge,North Cheryl,South Carolina,90976,1946-01-15,2023-06-03,Platinum
CUST-33004,Dennis Delacruz,davismatthew@example.org,+1-290-329-3968,20114 Dennis Lane,Kellyton,Pennsylvania,31778,1949-10-18,2024-09-29,Silve
CUST-17583,Jeffrey Ray,lwhite@example.com,001-970-920-8458,1428 Amanda Fork,Hubbardfort,Kansas,47101,1966-02-24,2023-10-20,Bronze
CUST-49458,Teresa Wright,williscindy@example.org,+1-345-397-4426x53179,404 Glass Plaza,Harrisonhaven,Minnesota,37372,1947-05-22,2023-07-21,Silve
CUST-73927,Frank Horne,hansonwilliam@example.com,(232)216-0569x198,8092 Michael Springs Apt. 823,West Stevenchester,Michigan,88893,1954-06-16,2025-12-27,Bronze
CUST-57068,Arthur Grant,gwalter@example.net,001-352-352-7032,7152 Travis Islands Suite 437,Samanthaport,Virginia,71171,1959-10-14,2023-11-13,Bronze
CUST-73436,James Farmer,rbonilla@example.net,411-317-2509x6738,44198 Vasquez Lights Apt. 560,Wendyland,Tennessee,48945,1955-05-12,2025-12-16,Platinum
CUST-47090,Brian Moore,kenneth83@example.com,8659581947,51280 Lambert Ville,Port Ellen,Michigan,03467,2004-06-15,2026-02-05,Silve
CUST-54528,Jose Garcia,kelly88@example.org,735.740.9313x664,08917 Jacob Stravenue Suite 870,New Cynthia,Arkansas,42244,1980-09-29,2025-08-10,Silve
CUST-30635,Sean Wood,staceymoran@example.net,282.251.5734x780,1925 Diaz Cliff Apt. 787,Desireefort,Georgia,27481,1954-08-11,2024-11-29,Gold
CUST-63238,Anthony Donovan,mercedesbush@example.net,+1-724-886-1766,83285 Jennifer Canyon Suite 524,Lewisside,Ohio,16284,1963-02-03,2025-05-26,Bronze
CUST-63952,Erin Walker,jennifer66@example.org,917-425-2925x3332,17698 Singh Vista Suite 751,North Reginaldland,Mississippi,41264,1968-10-30,2024-12-06,Gold
CUST-43073,Scott Brown,stephanierivers@example.com,(760)823-5494,9287 Harris Harbors,Andrewsport,Oregon,85927,1962-10-31,2025-11-19,Gold
CUST-37395,Brittney Carrillo,millertommy@example.net,001-936-728-4303x32081,756 Robert Parkways,South Nicoleshire,Minnesota,06379,1963-04-24,2023-12-15,Bronze
CUST-96218,Jamie Morrison,amberanderson@example.org,001-880-460-2391,7037 Jay Lodge,New Beverlybury,Arizona,92468,1974-01-31,2024-07-24,Bronze
CUST-73123,Michelle Sampson,taylor06@example.com,998.893.4701x25807,8930 John Rapids Apt. 821,New Jeffreyberg,Mississippi,99296,1993-05-21,2026-03-03,Bronze
CUST-88146,Ian Gross,fernandezsteven@example.com,(317)418-7551,737 Michele Ferry Apt. 598,South Robert,New York,51869,1946-04-02,2024-08-03,Bronze
CUST-73310,John Mathews,nwise@example.com,284-623-1135x2182,43783 Daniel Pike Apt. 918,Collinsburgh,Wyoming,80091,1978-09-06,2024-08-17,Silve
CUST-21167,Rita Brown,djohnson@example.net,+1-308-441-9647,2055 Linda Curve,North Austin,Wisconsin,07924,1955-07-25,2025-08-25,Bronze
CUST-10920,Christy Edwards,canderson@example.net,478-412-7139,1335 Mark Trafficway,Ashleystad,Colorado,47700,1998-10-06,2024-11-30,Bronze
CUST-92854,Dr. Teresa Watkins,donald40@example.org,+1-684-615-0787x8182,23795 Jill Grove Suite 801,Harrisonport,North Carolina,73352,1984-08-13,2023-08-11,Bronze
CUST-75239,Elizabeth Dawson,emacias@example.com,808.937.6592,7254 William Ports,Lake April,New Hampshire,39304,2006-06-27,2024-01-04,Gold
CUST-71272,Dustin Gibson,antoniolindsey@example.com,(248)365-8785,46113 Karen Station,Maryland,Washington,05953,1994-12-27,2025-02-18,Bronze
CUST-54551,Sean Ballard,ihart@example.org,671.408.0172,589 Christina Loaf Suite 446,Teresaville,Idaho,90534,2007-10-14,2025-07-24,Bronze
CUST-76355,Sarah Roberts,kristi51@example.org,649.496.5728x9744,032 Smith Vista,Victoriaport,New York,09219,1998-07-25,2024-01-16,Silve
CUST-12004,Sara Elliott,mackenzieromero@example.org,(611)390-9739,70153 Rose Throughway Apt. 916,Port Elizabeth,Utah,64018,1959-12-23,2024-10-27,Gold
CUST-37782,William Delgado,brucemercado@example.net,599.978.8443,8238 Steve Pass,Ibarrahaven,Alabama,06201,1988-03-27,2023-10-02,Bronze
CUST-43956,Dustin Lewis,steven34@example.com,+1-485-924-6815,5576 Rangel Trafficway Suite 252,North Jamesmouth,Idaho,87701,1975-05-24,2023-10-15,Gold
